dep,jour,hosp_t,rea_somme,dc_somme
44,2020-04-24,241,109,110
44,2020-04-25,244,109,111
44,2020-04-26,239,109,115
44,2020-04-27,233,109,118
44,2020-04-28,226,109,120
44,2020-04-29,219,111,123
44,2020-04-30,211,111,124
44,2020-05-01,207,111,125
44,2020-05-02,205,111,127
44,2020-05-03,206,112,128
44,2020-05-04,206,112,128
44,2020-05-05,199,114,130
45,2020-03-19,10,3,0
45,2020-03-20,21,4,0
45,2020-03-21,25,6,1
45,2020-03-22,31,12,1
45,2020-03-23,37,16,2
45,2020-03-24,37,16,2
45,2020-03-25,53,21,2
45,2020-03-26,64,29,4
45,2020-03-27,69,30,5
45,2020-03-28,90,35,7
45,2020-03-29,119,45,9
45,2020-03-30,144,49,12
45,2020-03-31,157,56,14
45,2020-04-01,181,68,15
45,2020-04-02,199,76,17
45,2020-04-03,222,90,21
45,2020-04-04,232,93,22
45,2020-04-05,236,95,24
45,2020-04-06,250,102,26
45,2020-04-07,254,107,28
45,2020-04-08,269,117,29
45,2020-04-09,275,122,33
45,2020-04-10,281,128,35
45,2020-04-11,291,129,40
45,2020-04-12,300,130,41
45,2020-04-13,308,138,42
45,2020-04-14,313,143,45
45,2020-04-15,307,148,49
45,2020-04-16,301,149,50
45,2020-04-17,299,155,50
45,2020-04-18,292,159,54
45,2020-04-19,297,163,56
45,2020-04-20,297,164,58
45,2020-04-21,291,164,59
45,2020-04-22,296,168,62
45,2020-04-23,297,171,62
45,2020-04-24,297,174,64
45,2020-04-25,293,177,65
45,2020-04-26,291,178,67
45,2020-04-27,297,181,68
45,2020-04-28,290,185,70
45,2020-04-29,279,187,73
45,2020-04-30,285,190,73
45,2020-05-01,293,191,74
45,2020-05-02,294,191,74
45,2020-05-03,296,193,75
45,2020-05-04,295,193,76
45,2020-05-05,292,195,76
46,2020-03-19,0,0,0
46,2020-03-20,0,0,0
46,2020-03-21,1,0,0
46,2020-03-22,1,0,0
46,2020-03-23,1,0,0
46,2020-03-24,1,0,0
46,2020-03-25,2,1,0
46,2020-03-26,3,1,0
46,2020-03-27,3,1,0
46,2020-03-28,4,2,0
46,2020-03-29,6,3,0
46,2020-03-30,6,3,0
46,2020-03-31,6,3,0
46,2020-04-01,12,4,0
46,2020-04-02,16,8,0
46,2020-04-03,22,8,0
46,2020-04-04,20,8,0
46,2020-04-05,17,8,0
46,2020-04-06,18,9,0
46,2020-04-07,18,9,0
46,2020-04-08,16,10,1
46,2020-04-09,19,10,1
46,2020-04-10,17,10,2
46,2020-04-11,19,12,2
46,2020-04-12,19,12,2
46,2020-04-13,19,12,2
46,2020-04-14,24,12,4
46,2020-04-15,22,12,6
46,2020-04-16,23,12,6
46,2020-04-17,23,12,7
46,2020-04-18,23,12,7
46,2020-04-19,24,12,8
46,2020-04-20,25,13,11
46,2020-04-21,28,15,13
46,2020-04-22,27,15,14
46,2020-04-23,25,15,14
46,2020-04-24,24,15,15
46,2020-04-25,24,15,15
46,2020-04-26,24,15,15
46,2020-04-27,22,15,16
46,2020-04-28,19,15,17
46,2020-04-29,16,15,17
46,2020-04-30,13,15,17
46,2020-05-01,16,15,17
46,2020-05-02,15,15,26
46,2020-05-03,15,15,26
46,2020-05-04,15,15,26
46,2020-05-05,12,15,26
47,2020-03-19,0,0,0
47,2020-03-20,0,0,0
47,2020-03-21,3,0,0
47,2020-03-22,5,1,0
47,2020-03-23,9,3,1
47,2020-03-24,10,3,2
47,2020-03-25,12,3,2
47,2020-03-26,11,5,4
47,2020-03-27,12,7,4
47,2020-03-28,20,10,4
47,2020-03-29,22,10,4
47,2020-03-30,23,11,4
47,2020-03-31,21,11,4
47,2020-04-01,25,11,4
47,2020-04-02,26,12,4
47,2020-04-03,25,12,4
47,2020-04-04,25,12,4
47,2020-04-05,27,12,4
47,2020-04-06,27,12,4
47,2020-04-07,26,12,4
47,2020-04-08,25,12,4
47,2020-04-09,25,12,5
47,2020-04-10,24,12,5
47,2020-04-11,24,12,5
47,2020-04-12,26,12,5
47,2020-04-13,26,12,5
47,2020-04-14,28,12,5
47,2020-04-15,25,12,5
47,2020-04-16,25,12,5
47,2020-04-17,26,12,6
47,2020-04-18,28,12,6
47,2020-04-19,30,12,6
47,2020-04-20,30,12,6
47,2020-04-21,32,12,6
47,2020-04-22,33,12,6
47,2020-04-23,33,12,6
47,2020-04-24,30,12,6
47,2020-04-25,28,12,6
47,2020-04-26,29,13,6
47,2020-04-27,30,13,6
47,2020-04-28,29,13,6
47,2020-04-29,29,13,6
47,2020-04-30,27,13,8
47,2020-05-01,27,13,8
47,2020-05-02,27,13,8
47,2020-05-03,27,13,8
47,2020-05-04,26,13,9
47,2020-05-05,25,13,9
48,2020-03-19,0,0,0
48,2020-03-20,0,0,0
48,2020-03-21,0,0,0
48,2020-03-22,1,0,0
48,2020-03-23,3,0,0
48,2020-03-24,6,2,0
48,2020-03-25,7,2,0
48,2020-03-26,6,2,0
48,2020-03-27,6,2,0
48,2020-03-28,7,2,0
48,2020-03-29,8,2,0
48,2020-03-30,7,2,0
48,2020-03-31,6,2,0
48,2020-04-01,8,2,0
48,2020-04-02,8,2,0
48,2020-04-03,8,2,0
48,2020-04-04,7,2,0
48,2020-04-05,7,2,0
48,2020-04-06,7,2,0
48,2020-04-07,5,2,0
48,2020-04-08,5,2,0
48,2020-04-09,5,2,0
48,2020-04-10,4,2,0
48,2020-04-11,4,2,0
48,2020-04-12,4,2,0
48,2020-04-13,4,2,0
48,2020-04-14,4,2,0
48,2020-04-15,4,2,0
48,2020-04-16,3,2,0
48,2020-04-17,3,2,0
48,2020-04-18,3,2,0
48,2020-04-19,3,2,0
48,2020-04-20,3,2,0
48,2020-04-21,3,2,0
48,2020-04-22,2,2,0
48,2020-04-23,2,2,0
48,2020-04-24,0,2,0
48,2020-04-25,0,2,0
48,2020-04-26,0,2,0
48,2020-04-27,0,2,0
48,2020-04-28,-1,2,0
48,2020-04-29,-2,2,1
48,2020-04-30,-2,2,1
48,2020-05-01,-2,2,1
48,2020-05-02,-2,2,1
48,2020-05-03,-1,2,1
48,2020-05-04,-1,2,1
48,2020-05-05,-1,2,1
49,2020-03-19,8,3,0
49,2020-03-20,10,3,0
49,2020-03-21,14,7,2
49,2020-03-22,15,8,2
49,2020-03-23,40,13,4
49,2020-03-24,52,21,5
49,2020-03-25,62,22,6
49,2020-03-26,76,28,8
49,2020-03-27,89,33,11
49,2020-03-28,100,38,11
49,2020-03-29,111,38,11
49,2020-03-30,128,47,15
49,2020-03-31,148,58,19
49,2020-04-01,158,67,19
49,2020-04-02,154,72,24
49,2020-04-03,148,76,28
49,2020-04-04,151,77,30
49,2020-04-05,151,78,34
49,2020-04-06,150,81,40
49,2020-04-07,159,84,45
49,2020-04-08,167,89,48
49,2020-04-09,176,94,48
49,2020-04-10,174,96,50
49,2020-04-11,181,97,54
49,2020-04-12,197,99,54
49,2020-04-13,199,99,55
49,2020-04-14,209,101,57
49,2020-04-15,193,105,61
49,2020-04-16,201,105,67
49,2020-04-17,191,105,70
49,2020-04-18,189,105,74
49,2020-04-19,186,106,76
49,2020-04-20,189,109,77
49,2020-04-21,179,109,79
49,2020-04-22,178,110,83
49,2020-04-23,180,110,86
49,2020-04-24,176,110,90
49,2020-04-25,169,111,92
49,2020-04-26,163,111,95
49,2020-04-27,171,112,97
49,2020-04-28,165,112,99
49,2020-04-29,160,112,99
49,2020-04-30,158,112,100
49,2020-05-01,150,112,101
49,2020-05-02,149,113,102
49,2020-05-03,151,114,102
49,2020-05-04,152,114,103
49,2020-05-05,154,117,105
50,2020-03-19,-1,2,0
50,2020-03-20,5,4,0
50,2020-03-21,10,4,0
50,2020-03-22,12,6,0
50,2020-03-23,13,7,0
50,2020-03-24,13,8,2
50,2020-03-25,14,8,3
50,2020-03-26,15,9,3
50,2020-03-27,19,10,4
50,2020-03-28,25,14,4
50,2020-03-29,30,16,6
50,2020-03-30,40,19,7
50,2020-03-31,40,20,10
50,2020-04-01,48,23,10
50,2020-04-02,51,25,11
50,2020-04-03,54,26,11
50,2020-04-04,60,27,12
50,2020-04-05,69,29,14
50,2020-04-06,66,30,16
50,2020-04-07,64,31,18
50,2020-04-08,62,31,18
50,2020-04-09,68,31,20
50,2020-04-10,75,32,20
50,2020-04-11,68,32,22
50,2020-04-12,69,32,22
50,2020-04-13,70,32,22
50,2020-04-14,75,32,27
50,2020-04-15,73,34,30
50,2020-04-16,74,35,30
50,2020-04-17,73,35,30
50,2020-04-18,73,36,31
50,2020-04-19,78,38,31
50,2020-04-20,82,40,33
50,2020-04-21,76,40,33
50,2020-04-22,68,40,35
50,2020-04-23,62,40,36
50,2020-04-24,60,40,37
50,2020-04-25,60,40,37
50,2020-04-26,61,40,37
50,2020-04-27,61,40,37
50,2020-04-28,61,42,39
50,2020-04-29,60,42,41
50,2020-04-30,62,42,41
50,2020-05-01,64,42,41
50,2020-05-02,63,42,41
50,2020-05-03,63,42,42
50,2020-05-04,68,42,42
50,2020-05-05,66,42,43
51,2020-03-19,13,2,1
51,2020-03-20,20,5,1
51,2020-03-21,45,11,1
51,2020-03-22,67,16,4
51,2020-03-23,88,25,7
51,2020-03-24,120,30,9
51,2020-03-25,158,40,15
51,2020-03-26,176,44,18
51,2020-03-27,197,49,19
51,2020-03-28,239,62,23
51,2020-03-29,249,65,25
51,2020-03-30,256,79,40
51,2020-03-31,316,83,46
51,2020-04-01,332,87,53
51,2020-04-02,365,92,58
51,2020-04-03,357,97,67
51,2020-04-04,385,101,70
51,2020-04-05,392,101,70
51,2020-04-06,393,102,80
51,2020-04-07,399,109,88
51,2020-04-08,383,111,105
51,2020-04-09,393,114,110
51,2020-04-10,400,116,120
51,2020-04-11,371,121,134
51,2020-04-12,387,125,140
51,2020-04-13,401,125,142
51,2020-04-14,393,126,149
51,2020-04-15,393,132,154
51,2020-04-16,388,132,157
51,2020-04-17,386,135,164
51,2020-04-18,356,138,178
51,2020-04-19,365,139,178
51,2020-04-20,357,142,186
51,2020-04-21,360,143,189
51,2020-04-22,359,145,193
51,2020-04-23,351,145,198
51,2020-04-24,360,147,199
51,2020-04-25,350,147,202
51,2020-04-26,352,147,204
51,2020-04-27,347,147,211
51,2020-04-28,348,148,214
51,2020-04-29,347,149,214
51,2020-04-30,340,150,216
51,2020-05-01,340,153,217
51,2020-05-02,343,156,218
51,2020-05-03,348,157,220
51,2020-05-04,349,158,224
51,2020-05-05,343,159,227
52,2020-03-19,0,0,0
52,2020-03-20,5,0,3
52,2020-03-21,7,2,3
52,2020-03-22,9,2,3
52,2020-03-23,8,2,3
52,2020-03-24,17,3,4
52,2020-03-25,16,4,4
52,2020-03-26,30,6,6
52,2020-03-27,43,7,7
52,2020-03-28,48,8,7
52,2020-03-29,48,8,7
52,2020-03-30,50,8,7
52,2020-03-31,59,10,7
52,2020-04-01,61,10,7
52,2020-04-02,61,10,7
52,2020-04-03,73,10,17
52,2020-04-04,91,13,22
52,2020-04-05,92,15,24
52,2020-04-06,104,19,26
52,2020-04-07,109,21,34
52,2020-04-08,104,22,36
52,2020-04-09,104,22,36
52,2020-04-10,104,24,37
52,2020-04-11,103,26,40
52,2020-04-12,103,26,42
52,2020-04-13,104,26,42
52,2020-04-14,107,27,43
52,2020-04-15,100,27,45
52,2020-04-16,98,29,46
52,2020-04-17,98,30,46
52,2020-04-18,99,35,48
52,2020-04-19,101,35,49
52,2020-04-20,103,37,49
52,2020-04-21,96,37,51
52,2020-04-22,96,39,52
52,2020-04-23,94,39,53
52,2020-04-24,94,39,54
52,2020-04-25,99,40,55
52,2020-04-26,97,41,56
52,2020-04-27,96,41,57
52,2020-04-28,97,42,58
52,2020-04-29,96,42,59
52,2020-04-30,91,42,59
52,2020-05-01,92,42,59
52,2020-05-02,87,42,59
52,2020-05-03,89,42,59
52,2020-05-04,97,42,60
52,2020-05-05,96,42,61
53,2020-03-19,2,2,0
53,2020-03-20,3,2,0
53,2020-03-21,4,2,0
53,2020-03-22,5,2,0
53,2020-03-23,10,3,1
53,2020-03-24,11,4,1
53,2020-03-25,18,6,1
53,2020-03-26,25,7,3
53,2020-03-27,43,8,3
53,2020-03-28,44,9,5
53,2020-03-29,52,10,5
53,2020-03-30,54,11,7
53,2020-03-31,57,14,8
53,2020-04-01,57,15,8
53,2020-04-02,63,16,8
53,2020-04-03,68,18,9
53,2020-04-04,72,19,11
53,2020-04-05,71,19,11
53,2020-04-06,72,19,11
53,2020-04-07,67,19,12
53,2020-04-08,71,21,13
53,2020-04-09,72,21,14
53,2020-04-10,71,21,17
53,2020-04-11,62,21,18
53,2020-04-12,66,21,18
53,2020-04-13,65,22,19
53,2020-04-14,68,22,19
53,2020-04-15,75,22,21
53,2020-04-16,89,22,25
53,2020-04-17,89,22,26
53,2020-04-18,88,23,26
53,2020-04-19,89,23,26
53,2020-04-20,89,24,27
53,2020-04-21,89,24,27
53,2020-04-22,90,24,27
53,2020-04-23,89,24,27
53,2020-04-24,85,24,27
53,2020-04-25,84,24,27
53,2020-04-26,84,24,27
53,2020-04-27,85,25,28
53,2020-04-28,83,25,29
53,2020-04-29,83,25,29
53,2020-04-30,84,25,32
53,2020-05-01,81,25,32
53,2020-05-02,81,25,34
53,2020-05-03,81,25,34
53,2020-05-04,80,25,34
53,2020-05-05,78,25,34
54,2020-03-19,11,2,2
54,2020-03-20,19,3,3
54,2020-03-21,29,11,13
54,2020-03-22,61,34,15
54,2020-03-23,79,42,18
54,2020-03-24,107,59,23
54,2020-03-25,144,67,27
54,2020-03-26,157,72,32
54,2020-03-27,199,90,34
54,2020-03-28,261,117,37
54,2020-03-29,272,121,41
54,2020-03-30,320,136,49
54,2020-03-31,340,144,58
54,2020-04-01,359,165,75
54,2020-04-02,425,189,85
54,2020-04-03,452,204,99
54,2020-04-04,451,210,106
54,2020-04-05,443,214,113
54,2020-04-06,466,223,121
54,2020-04-07,450,230,130
54,2020-04-08,448,234,141
54,2020-04-09,437,240,146
54,2020-04-10,473,244,170
54,2020-04-11,473,244,178
54,2020-04-12,466,248,181
54,2020-04-13,475,254,186
54,2020-04-14,480,258,192
54,2020-04-15,465,259,202
54,2020-04-16,446,261,210
54,2020-04-17,444,262,215
54,2020-04-18,438,264,228
54,2020-04-19,436,266,233
54,2020-04-20,434,268,236
54,2020-04-21,439,272,242
54,2020-04-22,436,276,250
54,2020-04-23,449,280,250
54,2020-04-24,455,281,256
54,2020-04-25,459,285,258
54,2020-04-26,459,288,259
54,2020-04-27,460,290,260
54,2020-04-28,465,294,269
54,2020-04-29,397,294,289
54,2020-04-30,391,298,291
54,2020-05-01,393,301,295
54,2020-05-02,395,303,295
54,2020-05-03,390,304,298
54,2020-05-04,391,307,299
54,2020-05-05,370,308,301
55,2020-03-19,33,5,0
55,2020-03-20,37,6,0
55,2020-03-21,52,7,1
55,2020-03-22,52,7,1
55,2020-03-23,77,8,2
55,2020-03-24,89,10,9
55,2020-03-25,99,11,11
55,2020-03-26,109,13,12
55,2020-03-27,120,15,13
55,2020-03-28,122,15,14
55,2020-03-29,124,15,14
55,2020-03-30,143,19,17
55,2020-03-31,136,19,22
55,2020-04-01,155,21,22
55,2020-04-02,147,24,23
55,2020-04-03,152,31,25
55,2020-04-04,158,34,27
55,2020-04-05,156,35,28
55,2020-04-06,168,38,31
55,2020-04-07,164,39,34
55,2020-04-08,160,40,40
55,2020-04-09,154,41,42
55,2020-04-10,153,45,43
55,2020-04-11,146,45,46
55,2020-04-12,147,45,50
55,2020-04-13,147,46,50
55,2020-04-14,151,49,51
55,2020-04-15,153,50,53
55,2020-04-16,152,51,55
55,2020-04-17,153,51,64
55,2020-04-18,158,53,67
55,2020-04-19,161,53,69
55,2020-04-20,160,53,72
55,2020-04-21,152,53,75
55,2020-04-22,150,53,79
55,2020-04-23,148,54,80
55,2020-04-24,149,54,80
55,2020-04-25,145,54,83
55,2020-04-26,146,54,84
55,2020-04-27,142,54,86
55,2020-04-28,140,54,86
55,2020-04-29,142,54,88
55,2020-04-30,151,54,88
55,2020-05-01,153,54,88
55,2020-05-02,152,54,89
55,2020-05-03,156,54,89
55,2020-05-04,151,54,91
55,2020-05-05,153,55,92
56,2020-03-19,7,1,3
56,2020-03-20,11,1,3
56,2020-03-21,31,5,6
56,2020-03-22,37,10,7
56,2020-03-23,34,10,11
56,2020-03-24,35,11,11
56,2020-03-25,37,11,14
56,2020-03-26,58,16,15
56,2020-03-27,57,19,19
56,2020-03-28,64,25,19
56,2020-03-29,70,26,22
56,2020-03-30,82,29,23
56,2020-03-31,90,32,24
56,2020-04-01,110,38,26
56,2020-04-02,116,41,29
56,2020-04-03,123,47,31
56,2020-04-04,115,50,34
56,2020-04-05,115,51,39
56,2020-04-06,116,52,42
56,2020-04-07,112,54,46
56,2020-04-08,121,55,49
56,2020-04-09,114,56,49
56,2020-04-10,106,58,51
56,2020-04-11,99,62,54
56,2020-04-12,101,64,55
56,2020-04-13,100,66,55
56,2020-04-14,96,68,60
56,2020-04-15,86,68,64
56,2020-04-16,82,68,67
56,2020-04-17,84,68,67
56,2020-04-18,83,69,68
56,2020-04-19,84,69,69
56,2020-04-20,86,69,70
56,2020-04-21,87,70,71
56,2020-04-22,89,71,71
56,2020-04-23,96,71,71
56,2020-04-24,103,71,71
56,2020-04-25,97,71,72
56,2020-04-26,96,72,72
56,2020-04-27,97,73,72
56,2020-04-28,102,74,73
56,2020-04-29,101,76,74
56,2020-04-30,96,76,76
56,2020-05-01,95,76,76
56,2020-05-02,93,77,77
56,2020-05-03,92,77,78
56,2020-05-04,90,79,79
56,2020-05-05,89,79,79
57,2020-03-19,27,15,4
57,2020-03-20,92,29,7
57,2020-03-21,143,40,10
57,2020-03-22,185,48,21
57,2020-03-23,228,60,38
57,2020-03-24,365,88,50
57,2020-03-25,408,107,64
57,2020-03-26,483,119,84
57,2020-03-27,535,135,108
57,2020-03-28,596,161,138
57,2020-03-29,660,183,149
57,2020-03-30,736,207,168
57,2020-03-31,821,230,179
57,2020-04-01,901,246,198
57,2020-04-02,924,265,228
57,2020-04-03,938,280,270
57,2020-04-04,948,293,300
57,2020-04-05,945,305,325
57,2020-04-06,948,325,346
57,2020-04-07,968,337,377
57,2020-04-08,950,346,406
57,2020-04-09,971,353,422
57,2020-04-10,1005,354,446
57,2020-04-11,996,361,461
57,2020-04-12,1006,365,474
57,2020-04-13,1001,375,491
57,2020-04-14,1025,379,507
57,2020-04-15,1029,387,525
57,2020-04-16,1028,392,536
57,2020-04-17,1016,400,544
57,2020-04-18,986,408,556
57,2020-04-19,970,411,565
57,2020-04-20,974,414,575
57,2020-04-21,953,418,582
57,2020-04-22,956,424,593
57,2020-04-23,945,431,601
57,2020-04-24,921,435,610
57,2020-04-25,875,437,623
57,2020-04-26,869,441,626
57,2020-04-27,863,442,635
57,2020-04-28,838,449,644
57,2020-04-29,801,450,652
57,2020-04-30,748,455,660
57,2020-05-01,716,456,673
57,2020-05-02,718,459,678
57,2020-05-03,726,463,681
57,2020-05-04,708,466,687
57,2020-05-05,683,471,696
58,2020-03-19,1,1,0
58,2020-03-20,1,1,0
58,2020-03-21,1,1,0
58,2020-03-22,2,2,0
58,2020-03-23,3,2,0
58,2020-03-24,3,2,0
58,2020-03-25,3,2,0
58,2020-03-26,4,2,0
58,2020-03-27,6,3,0
58,2020-03-28,7,4,0
58,2020-03-29,7,4,0
58,2020-03-30,10,5,0
58,2020-03-31,10,6,2
58,2020-04-01,10,7,3
58,2020-04-02,14,7,4
58,2020-04-03,20,7,5
58,2020-04-04,24,7,5
58,2020-04-05,31,10,5
58,2020-04-06,34,10,6
58,2020-04-07,32,10,7
58,2020-04-08,34,11,7
58,2020-04-09,35,11,7
58,2020-04-10,46,13,7
58,2020-04-11,51,13,7
58,2020-04-12,53,14,7
58,2020-04-13,57,16,8
58,2020-04-14,54,16,12
58,2020-04-15,52,17,12
58,2020-04-16,61,18,12
58,2020-04-17,61,18,12
58,2020-04-18,60,20,14
58,2020-04-19,61,21,15
58,2020-04-20,60,21,18
58,2020-04-21,60,23,19
58,2020-04-22,58,23,21
58,2020-04-23,54,23,21
58,2020-04-24,54,24,21
58,2020-04-25,54,24,22
58,2020-04-26,54,24,22
58,2020-04-27,53,24,22
58,2020-04-28,51,24,22
58,2020-04-29,52,24,22
58,2020-04-30,53,24,22
58,2020-05-01,52,24,22
58,2020-05-02,51,24,23
58,2020-05-03,51,24,23
58,2020-05-04,51,24,23
58,2020-05-05,50,24,23
59,2020-03-19,46,13,3
59,2020-03-20,60,22,4
59,2020-03-21,82,38,5
59,2020-03-22,105,45,12
59,2020-03-23,150,71,14
59,2020-03-24,194,86,18
59,2020-03-25,251,106,19
59,2020-03-26,296,123,26
59,2020-03-27,345,157,34
59,2020-03-28,402,174,39
59,2020-03-29,460,197,42
59,2020-03-30,527,223,54
59,2020-03-31,602,262,65
59,2020-04-01,648,283,80
59,2020-04-02,742,320,101
59,2020-04-03,774,343,123
59,2020-04-04,816,363,136
59,2020-04-05,868,381,148
59,2020-04-06,922,398,167
59,2020-04-07,943,417,184
59,2020-04-08,945,424,199
59,2020-04-09,967,438,215
59,2020-04-10,996,453,230
59,2020-04-11,996,462,250
59,2020-04-12,1013,464,261
59,2020-04-13,1031,473,276
59,2020-04-14,1047,478,297
59,2020-04-15,1012,482,318
59,2020-04-16,1008,490,333
59,2020-04-17,986,503,350
59,2020-04-18,992,507,358
59,2020-04-19,999,516,364
59,2020-04-20,1028,519,371
59,2020-04-21,1007,530,384
59,2020-04-22,1008,535,393
59,2020-04-23,1004,542,399
59,2020-04-24,987,547,406
59,2020-04-25,984,548,412
59,2020-04-26,983,551,413
59,2020-04-27,975,554,418
59,2020-04-28,975,559,426
59,2020-04-29,947,559,432
59,2020-04-30,934,564,440
59,2020-05-01,931,566,446
59,2020-05-02,949,566,448
59,2020-05-03,957,571,449
59,2020-05-04,972,574,452
59,2020-05-05,919,576,472
60,2020-03-19,24,3,11
60,2020-03-20,30,9,12
60,2020-03-21,46,10,12
60,2020-03-22,55,11,13
60,2020-03-23,83,15,23
60,2020-03-24,98,19,32
60,2020-03-25,119,29,38
60,2020-03-26,135,36,52
60,2020-03-27,144,46,61
60,2020-03-28,163,46,72
60,2020-03-29,178,49,77
60,2020-03-30,195,54,85
60,2020-03-31,210,60,100
60,2020-04-01,227,69,120
60,2020-04-02,288,82,127
60,2020-04-03,291,87,142
60,2020-04-04,277,88,150
60,2020-04-05,294,91,152
60,2020-04-06,312,92,162
60,2020-04-07,344,101,179
60,2020-04-08,361,108,189
60,2020-04-09,364,111,191
60,2020-04-10,374,117,200
60,2020-04-11,383,119,209
60,2020-04-12,401,123,219
60,2020-04-13,399,123,226
60,2020-04-14,399,126,235
60,2020-04-15,425,129,248
60,2020-04-16,423,132,258
60,2020-04-17,440,135,264
60,2020-04-18,442,137,267
60,2020-04-19,458,140,271
60,2020-04-20,445,141,284
60,2020-04-21,436,143,289
60,2020-04-22,415,147,298
60,2020-04-23,414,150,304
60,2020-04-24,407,152,310
60,2020-04-25,406,152,314
60,2020-04-26,408,153,315
60,2020-04-27,396,153,323
60,2020-04-28,385,154,329
60,2020-04-29,380,156,331
60,2020-04-30,365,159,335
60,2020-05-01,359,160,339
60,2020-05-02,363,160,339
60,2020-05-03,352,160,343
60,2020-05-04,351,160,345
60,2020-05-05,340,161,351
61,2020-03-19,0,1,0
61,2020-03-20,0,1,0
61,2020-03-21,0,1,0
61,2020-03-22,0,1,0
61,2020-03-23,2,2,0
61,2020-03-24,4,2,0
61,2020-03-25,7,4,1
61,2020-03-26,10,5,1
61,2020-03-27,11,6,1
61,2020-03-28,14,6,1
61,2020-03-29,19,6,1
61,2020-03-30,22,7,1
61,2020-03-31,31,9,3
61,2020-04-01,41,9,5
61,2020-04-02,50,11,7
61,2020-04-03,53,13,8
61,2020-04-04,58,15,8
61,2020-04-05,62,16,9
61,2020-04-06,59,16,9
61,2020-04-07,62,16,11
61,2020-04-08,63,16,12
61,2020-04-09,66,16,14
61,2020-04-10,71,16,14
61,2020-04-11,65,17,16
61,2020-04-12,68,18,17
61,2020-04-13,65,19,19
61,2020-04-14,68,19,19
61,2020-04-15,67,20,20
61,2020-04-16,66,20,20
61,2020-04-17,66,21,23
61,2020-04-18,62,21,23
61,2020-04-19,64,21,24
61,2020-04-20,61,21,25
61,2020-04-21,56,22,25
61,2020-04-22,55,22,27
61,2020-04-23,56,22,27
61,2020-04-24,55,25,27
61,2020-04-25,64,25,27
61,2020-04-26,64,25,27
61,2020-04-27,66,25,28
61,2020-04-28,70,25,28
61,2020-04-29,68,25,28
61,2020-04-30,71,25,28
61,2020-05-01,69,25,28
61,2020-05-02,71,25,28
61,2020-05-03,71,25,28
61,2020-05-04,80,25,29
61,2020-05-05,80,25,30
62,2020-03-19,17,6,0
62,2020-03-20,36,15,1
62,2020-03-21,42,18,1
62,2020-03-22,44,20,1
62,2020-03-23,64,29,3
62,2020-03-24,92,39,6
62,2020-03-25,109,47,8
62,2020-03-26,127,52,9
62,2020-03-27,134,55,9
62,2020-03-28,161,67,12
62,2020-03-29,182,71,13
62,2020-03-30,210,90,17
62,2020-03-31,231,97,19
62,2020-04-01,292,108,23
62,2020-04-02,309,117,27
62,2020-04-03,361,135,34
62,2020-04-04,379,144,42
62,2020-04-05,378,148,46
62,2020-04-06,407,154,55
62,2020-04-07,446,165,64
62,2020-04-08,453,172,75
62,2020-04-09,469,179,82
62,2020-04-10,457,185,94
62,2020-04-11,448,188,98
62,2020-04-12,459,190,105
62,2020-04-13,471,193,107
62,2020-04-14,485,200,116
62,2020-04-15,486,218,130
62,2020-04-16,515,223,138
62,2020-04-17,503,228,155
62,2020-04-18,510,232,158
62,2020-04-19,511,234,161
62,2020-04-20,515,240,165
62,2020-04-21,514,242,174
62,2020-04-22,506,245,179
62,2020-04-23,488,251,201
62,2020-04-24,486,253,206
62,2020-04-25,486,254,219
62,2020-04-26,485,254,222
62,2020-04-27,494,261,228
62,2020-04-28,482,263,230
62,2020-04-29,474,263,235
62,2020-04-30,466,270,239
62,2020-05-01,467,270,242
62,2020-05-02,468,272,245
62,2020-05-03,466,272,247
62,2020-05-04,468,276,254
62,2020-05-05,457,283,257
63,2020-03-19,0,2,0
63,2020-03-20,-4,2,0
63,2020-03-21,-4,3,0
63,2020-03-22,-3,4,0
63,2020-03-23,0,4,0
63,2020-03-24,14,8,0
63,2020-03-25,16,10,0
63,2020-03-26,21,11,0
63,2020-03-27,29,13,0
63,2020-03-28,41,18,0
63,2020-03-29,54,28,0
63,2020-03-30,66,40,1
63,2020-03-31,65,42,1
63,2020-04-01,83,43,2
63,2020-04-02,82,48,3
63,2020-04-03,81,51,4
63,2020-04-04,75,53,4
63,2020-04-05,84,63,7
63,2020-04-06,88,63,8
63,2020-04-07,80,65,12
63,2020-04-08,77,65,15
63,2020-04-09,77,66,16
63,2020-04-10,77,66,16
63,2020-04-11,76,66,19
63,2020-04-12,80,66,19
63,2020-04-13,84,66,19
63,2020-04-14,84,67,19
63,2020-04-15,82,67,19
63,2020-04-16,83,68,22
63,2020-04-17,81,68,23
63,2020-04-18,81,69,25
63,2020-04-19,78,69,26
63,2020-04-20,79,69,28
63,2020-04-21,78,71,28
63,2020-04-22,71,71,31
63,2020-04-23,65,71,31
63,2020-04-24,63,72,32
63,2020-04-25,63,73,33
63,2020-04-26,63,73,33
63,2020-04-27,62,73,34
63,2020-04-28,59,73,34
63,2020-04-29,58,73,34
63,2020-04-30,58,74,36
63,2020-05-01,57,74,36
63,2020-05-02,53,75,37
63,2020-05-03,56,77,37
63,2020-05-04,57,77,37
63,2020-05-05,56,77,37
64,2020-03-19,5,0,0
64,2020-03-20,4,0,1
64,2020-03-21,9,2,1
64,2020-03-22,12,2,1
64,2020-03-23,16,2,1
